Tinggi (cm),Berat (kg),Tingkat Aktivitas,Tujuan,Kategori,Durasi (menit),Kalori Terbakar,Umur,Jenis Kelamin,Rekomendasi Olahraga
183,58,Sedang,Peningkatan Massa Otot,Fleksibilitas,71,306,61,Wanita,Senam
147,81,Sedang,Penurunan Berat Badan,Kardio,82,684,63,Pria,Lari
197,90,Tinggi,Penurunan Berat Badan,Kekuatan,78,614,24,Wanita,Angkat Beban
152,48,Sedang,Peningkatan Massa Otot,Kekuatan,87,417,22,Pria,Angkat Beban
170,88,Tinggi,Penurunan Berat Badan,Kekuatan,44,253,18,Pria,Angkat Beban
166,115,Sedang,Peningkatan Massa Otot,Fleksibilitas,42,695,47,Wanita,Senam
158,82,Sedang,Penurunan Berat Badan,Kekuatan,69,600,33,Pria,Angkat Beban
166,109,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,72,640,21,Pria,Senam
195,75,Tinggi,Peningkatan Massa Otot,Kekuatan,30,195,35,Pria,Angkat Beban
147,120,Sedang,Pemeliharaan Kebugaran,Kekuatan,33,283,46,Wanita,Angkat Beban
196,59,Sedang,Peningkatan Massa Otot,Kardio,50,410,27,Wanita,Bersepeda
146,72,Rendah,Penurunan Berat Badan,Kekuatan,43,697,56,Pria,Angkat Beban
150,84,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,62,159,60,Pria,Senam
196,47,Rendah,Peningkatan Massa Otot,Kardio,32,593,21,Wanita,Bersepeda
159,110,Tinggi,Pemeliharaan Kebugaran,Kardio,62,490,45,Pria,Bersepeda
160,61,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,61,260,34,Pria,Senam
153,73,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,40,628,45,Wanita,Senam
167,101,Rendah,Peningkatan Massa Otot,Kardio,65,450,38,Wanita,Bersepeda
152,41,Tinggi,Penurunan Berat Badan,Kekuatan,73,558,26,Wanita,Angkat Beban
163,119,Sedang,Peningkatan Massa Otot,Fleksibilitas,86,578,39,Pria,Senam
186,41,Rendah,Penurunan Berat Badan,Kardio,60,301,59,Pria,Lari
195,95,Sedang,Peningkatan Massa Otot,Fleksibilitas,49,376,20,Pria,Senam
154,117,Rendah,Peningkatan Massa Otot,Kekuatan,55,439,25,Pria,Angkat Beban
197,118,Rendah,Pemeliharaan Kebugaran,Kardio,47,277,27,Wanita,Bersepeda
181,68,Tinggi,Penurunan Berat Badan,Kardio,63,222,32,Pria,Lari
167,114,Tinggi,Penurunan Berat Badan,Kardio,63,524,49,Wanita,Lari
189,107,Rendah,Peningkatan Massa Otot,Fleksibilitas,69,426,65,Pria,Senam
195,69,Rendah,Pemeliharaan Kebugaran,Kardio,35,590,64,Wanita,Bersepeda
196,119,Rendah,Penurunan Berat Badan,Kardio,70,525,24,Pria,Lari
146,110,Tinggi,Pemeliharaan Kebugaran,Kardio,50,158,43,Pria,Bersepeda
185,100,Tinggi,Peningkatan Massa Otot,Kekuatan,30,534,26,Pria,Angkat Beban
155,44,Sedang,Penurunan Berat Badan,Fleksibilitas,51,442,38,Pria,Senam
199,66,Tinggi,Peningkatan Massa Otot,Fleksibilitas,35,150,40,Pria,Senam
176,61,Sedang,Penurunan Berat Badan,Fleksibilitas,59,317,60,Pria,Senam
157,94,Rendah,Pemeliharaan Kebugaran,Kekuatan,62,624,57,Pria,Angkat Beban
141,71,Sedang,Peningkatan Massa Otot,Kardio,77,414,39,Pria,Bersepeda
148,50,Tinggi,Pemeliharaan Kebugaran,Kekuatan,33,541,33,Wanita,Angkat Beban
194,110,Tinggi,Peningkatan Massa Otot,Kekuatan,42,415,35,Wanita,Angkat Beban
156,49,Rendah,Penurunan Berat Badan,Kardio,54,604,43,Wanita,Lari
153,45,Rendah,Pemeliharaan Kebugaran,Kardio,49,669,60,Wanita,Bersepeda
164,91,Sedang,Pemeliharaan Kebugaran,Kardio,64,402,43,Wanita,Bersepeda
140,61,Sedang,Peningkatan Massa Otot,Kardio,56,226,40,Pria,Bersepeda
153,119,Sedang,Penurunan Berat Badan,Fleksibilitas,90,161,20,Pria,Senam
166,94,Sedang,Pemeliharaan Kebugaran,Kekuatan,79,242,18,Wanita,Angkat Beban
188,61,Rendah,Peningkatan Massa Otot,Kekuatan,68,631,27,Pria,Angkat Beban
185,86,Sedang,Penurunan Berat Badan,Kekuatan,56,289,33,Wanita,Angkat Beban
142,80,Sedang,Peningkatan Massa Otot,Kardio,80,375,28,Wanita,Bersepeda
190,72,Sedang,Peningkatan Massa Otot,Kardio,56,356,23,Wanita,Bersepeda
146,54,Tinggi,Peningkatan Massa Otot,Kekuatan,67,688,33,Pria,Angkat Beban
145,63,Sedang,Pemeliharaan Kebugaran,Kekuatan,34,290,19,Wanita,Angkat Beban
191,67,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,79,155,21,Wanita,Senam
161,100,Sedang,Penurunan Berat Badan,Kardio,89,637,19,Wanita,Lari
158,47,Tinggi,Peningkatan Massa Otot,Kekuatan,51,640,29,Pria,Angkat Beban
199,65,Sedang,Penurunan Berat Badan,Fleksibilitas,55,203,56,Wanita,Senam
193,72,Rendah,Peningkatan Massa Otot,Kekuatan,85,408,29,Pria,Angkat Beban
157,96,Tinggi,Penurunan Berat Badan,Fleksibilitas,85,267,26,Wanita,Senam
166,82,Rendah,Penurunan Berat Badan,Kekuatan,84,514,65,Pria,Angkat Beban
197,110,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,37,572,54,Wanita,Senam
200,74,Sedang,Penurunan Berat Badan,Fleksibilitas,75,488,41,Pria,Senam
196,78,Tinggi,Pemeliharaan Kebugaran,Kekuatan,54,332,65,Pria,Angkat Beban
160,44,Sedang,Peningkatan Massa Otot,Kardio,68,545,48,Wanita,Bersepeda
198,87,Sedang,Pemeliharaan Kebugaran,Kekuatan,38,585,41,Pria,Angkat Beban
192,110,Rendah,Penurunan Berat Badan,Fleksibilitas,47,555,38,Wanita,Senam
152,117,Tinggi,Pemeliharaan Kebugaran,Kekuatan,86,545,26,Pria,Angkat Beban
198,62,Rendah,Pemeliharaan Kebugaran,Kardio,48,299,58,Pria,Bersepeda
183,50,Sedang,Penurunan Berat Badan,Kardio,61,488,30,Wanita,Lari
173,113,Sedang,Peningkatan Massa Otot,Kardio,40,198,44,Wanita,Bersepeda
166,102,Sedang,Penurunan Berat Badan,Kekuatan,36,366,46,Wanita,Angkat Beban
199,41,Rendah,Peningkatan Massa Otot,Fleksibilitas,31,404,34,Pria,Senam
160,86,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,44,318,48,Pria,Senam
163,54,Sedang,Peningkatan Massa Otot,Kardio,44,308,37,Wanita,Bersepeda
174,94,Rendah,Peningkatan Massa Otot,Kardio,45,356,64,Wanita,Bersepeda
140,57,Sedang,Penurunan Berat Badan,Kardio,31,698,18,Pria,Lari
160,85,Rendah,Peningkatan Massa Otot,Kardio,61,437,21,Pria,Bersepeda
194,120,Rendah,Peningkatan Massa Otot,Fleksibilitas,36,683,62,Pria,Senam
176,70,Rendah,Penurunan Berat Badan,Fleksibilitas,88,581,37,Wanita,Senam
199,81,Sedang,Penurunan Berat Badan,Fleksibilitas,38,455,23,Wanita,Senam
158,119,Sedang,Penurunan Berat Badan,Kekuatan,82,402,60,Pria,Angkat Beban
176,53,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,33,543,49,Pria,Senam
164,116,Tinggi,Penurunan Berat Badan,Fleksibilitas,59,395,29,Wanita,Senam
189,69,Rendah,Penurunan Berat Badan,Kekuatan,58,543,43,Wanita,Angkat Beban
189,57,Rendah,Pemeliharaan Kebugaran,Kardio,55,232,22,Pria,Bersepeda
194,87,Rendah,Pemeliharaan Kebugaran,Kardio,56,647,64,Wanita,Bersepeda
178,70,Tinggi,Penurunan Berat Badan,Kekuatan,40,192,63,Wanita,Angkat Beban
149,72,Tinggi,Peningkatan Massa Otot,Kardio,64,353,19,Pria,Bersepeda
140,108,Tinggi,Pemeliharaan Kebugaran,Kekuatan,37,657,57,Pria,Angkat Beban
149,110,Sedang,Peningkatan Massa Otot,Kekuatan,74,697,26,Pria,Angkat Beban
172,114,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,53,558,18,Pria,Senam
169,104,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,66,234,41,Pria,Senam
195,82,Sedang,Penurunan Berat Badan,Fleksibilitas,72,624,56,Pria,Senam
195,96,Sedang,Peningkatan Massa Otot,Kekuatan,32,426,18,Pria,Angkat Beban
198,96,Sedang,Pemeliharaan Kebugaran,Kardio,50,561,48,Pria,Bersepeda
192,67,Sedang,Peningkatan Massa Otot,Fleksibilitas,41,622,24,Pria,Senam
170,110,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,80,403,57,Wanita,Senam
184,54,Sedang,Penurunan Berat Badan,Kekuatan,70,198,59,Wanita,Angkat Beban
189,51,Rendah,Peningkatan Massa Otot,Kekuatan,36,634,35,Pria,Angkat Beban
191,102,Rendah,Peningkatan Massa Otot,Kekuatan,55,222,43,Wanita,Angkat Beban
183,99,Sedang,Penurunan Berat Badan,Kardio,79,559,57,Pria,Lari
185,83,Sedang,Peningkatan Massa Otot,Fleksibilitas,60,518,29,Pria,Senam
150,93,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,59,339,34,Wanita,Senam
156,76,Sedang,Penurunan Berat Badan,Fleksibilitas,61,268,21,Pria,Senam
149,100,Rendah,Peningkatan Massa Otot,Kekuatan,70,209,41,Wanita,Angkat Beban
183,114,Sedang,Penurunan Berat Badan,Kekuatan,83,169,32,Pria,Angkat Beban
141,118,Tinggi,Penurunan Berat Badan,Fleksibilitas,54,633,57,Wanita,Senam
174,92,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,68,224,45,Wanita,Senam
184,60,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,50,443,32,Wanita,Senam
170,65,Tinggi,Penurunan Berat Badan,Kardio,41,651,64,Wanita,Lari
144,73,Rendah,Penurunan Berat Badan,Kekuatan,32,169,23,Pria,Angkat Beban
170,86,Rendah,Peningkatan Massa Otot,Kardio,41,246,62,Pria,Bersepeda
141,85,Rendah,Pemeliharaan Kebugaran,Kekuatan,49,228,27,Pria,Angkat Beban
155,70,Rendah,Penurunan Berat Badan,Fleksibilitas,33,629,28,Wanita,Senam
194,93,Sedang,Penurunan Berat Badan,Fleksibilitas,47,292,45,Pria,Senam
175,116,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,39,317,33,Pria,Senam
163,67,Tinggi,Peningkatan Massa Otot,Fleksibilitas,84,373,49,Pria,Senam
179,55,Tinggi,Pemeliharaan Kebugaran,Kardio,57,324,28,Pria,Bersepeda
142,45,Sedang,Peningkatan Massa Otot,Fleksibilitas,43,521,18,Wanita,Senam
156,40,Rendah,Pemeliharaan Kebugaran,Kekuatan,44,429,33,Wanita,Angkat Beban
188,50,Sedang,Pemeliharaan Kebugaran,Kekuatan,46,282,54,Pria,Angkat Beban
163,40,Sedang,Penurunan Berat Badan,Kardio,78,239,30,Pria,Lari
151,103,Rendah,Penurunan Berat Badan,Kardio,63,618,40,Pria,Lari
152,83,Tinggi,Pemeliharaan Kebugaran,Kekuatan,77,199,20,Pria,Angkat Beban
145,43,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,33,514,40,Wanita,Senam
158,92,Rendah,Peningkatan Massa Otot,Fleksibilitas,43,570,46,Wanita,Senam
153,55,Tinggi,Peningkatan Massa Otot,Kekuatan,76,584,24,Pria,Angkat Beban
174,70,Rendah,Pemeliharaan Kebugaran,Kardio,84,662,65,Wanita,Bersepeda
164,81,Sedang,Peningkatan Massa Otot,Kekuatan,45,162,23,Pria,Angkat Beban
191,53,Rendah,Penurunan Berat Badan,Kekuatan,57,495,51,Wanita,Angkat Beban
159,89,Sedang,Peningkatan Massa Otot,Fleksibilitas,36,164,31,Pria,Senam
159,119,Tinggi,Penurunan Berat Badan,Kekuatan,75,429,38,Wanita,Angkat Beban
162,118,Rendah,Pemeliharaan Kebugaran,Kekuatan,49,446,38,Wanita,Angkat Beban
187,107,Sedang,Peningkatan Massa Otot,Kekuatan,68,601,57,Wanita,Angkat Beban
166,107,Rendah,Pemeliharaan Kebugaran,Kardio,83,346,43,Pria,Bersepeda
146,101,Sedang,Peningkatan Massa Otot,Fleksibilitas,30,174,49,Pria,Senam
192,43,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,62,209,30,Wanita,Senam
162,79,Sedang,Penurunan Berat Badan,Kardio,79,386,31,Pria,Lari
158,114,Sedang,Pemeliharaan Kebugaran,Kekuatan,83,365,29,Wanita,Angkat Beban
165,84,Tinggi,Pemeliharaan Kebugaran,Kardio,47,511,41,Wanita,Bersepeda
156,77,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,59,605,53,Wanita,Senam
165,67,Rendah,Peningkatan Massa Otot,Kardio,80,160,44,Wanita,Bersepeda
142,102,Sedang,Penurunan Berat Badan,Kekuatan,34,698,53,Wanita,Angkat Beban
170,66,Rendah,Pemeliharaan Kebugaran,Kekuatan,62,530,20,Pria,Angkat Beban
174,45,Sedang,Pemeliharaan Kebugaran,Kardio,59,151,23,Pria,Bersepeda
175,52,Tinggi,Pemeliharaan Kebugaran,Kekuatan,38,305,56,Pria,Angkat Beban
181,71,Tinggi,Peningkatan Massa Otot,Kardio,78,204,37,Pria,Bersepeda
165,104,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,49,529,57,Wanita,Senam
173,87,Tinggi,Peningkatan Massa Otot,Kekuatan,83,642,26,Wanita,Angkat Beban
144,106,Rendah,Pemeliharaan Kebugaran,Kekuatan,68,543,52,Pria,Angkat Beban
197,80,Tinggi,Pemeliharaan Kebugaran,Kardio,61,619,45,Pria,Bersepeda
179,59,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,88,349,65,Wanita,Senam
197,54,Rendah,Peningkatan Massa Otot,Kardio,75,441,24,Pria,Bersepeda
175,114,Rendah,Peningkatan Massa Otot,Kardio,45,420,55,Pria,Bersepeda
149,70,Sedang,Penurunan Berat Badan,Kekuatan,62,544,29,Pria,Angkat Beban
197,103,Tinggi,Penurunan Berat Badan,Kekuatan,87,686,58,Wanita,Angkat Beban
148,98,Sedang,Peningkatan Massa Otot,Kekuatan,45,242,49,Wanita,Angkat Beban
145,58,Tinggi,Peningkatan Massa Otot,Kardio,55,625,27,Pria,Bersepeda
172,67,Sedang,Pemeliharaan Kebugaran,Kardio,68,568,33,Wanita,Bersepeda
149,112,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,38,578,57,Wanita,Senam
199,79,Sedang,Pemeliharaan Kebugaran,Kardio,55,582,34,Pria,Bersepeda
145,92,Tinggi,Peningkatan Massa Otot,Kardio,35,226,64,Pria,Bersepeda
149,79,Sedang,Penurunan Berat Badan,Kekuatan,39,157,61,Pria,Angkat Beban
200,106,Sedang,Penurunan Berat Badan,Kardio,40,363,41,Wanita,Lari
179,53,Rendah,Penurunan Berat Badan,Kekuatan,49,563,53,Wanita,Angkat Beban
147,108,Rendah,Peningkatan Massa Otot,Kekuatan,50,482,34,Wanita,Angkat Beban
155,96,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,83,601,49,Pria,Senam
164,104,Tinggi,Penurunan Berat Badan,Kardio,84,171,24,Pria,Lari
178,63,Sedang,Pemeliharaan Kebugaran,Kekuatan,83,368,33,Pria,Angkat Beban
143,48,Tinggi,Pemeliharaan Kebugaran,Kardio,39,656,29,Wanita,Bersepeda
172,55,Rendah,Peningkatan Massa Otot,Kekuatan,47,672,36,Wanita,Angkat Beban
160,96,Sedang,Peningkatan Massa Otot,Kardio,66,532,62,Pria,Bersepeda
153,79,Sedang,Peningkatan Massa Otot,Kekuatan,58,674,30,Pria,Angkat Beban
172,112,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,54,179,59,Pria,Senam
160,104,Rendah,Peningkatan Massa Otot,Kardio,30,652,65,Pria,Bersepeda
155,54,Rendah,Peningkatan Massa Otot,Kardio,90,220,34,Pria,Bersepeda
189,91,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,35,179,41,Wanita,Senam
179,95,Rendah,Penurunan Berat Badan,Kekuatan,56,475,58,Wanita,Angkat Beban
193,70,Rendah,Peningkatan Massa Otot,Fleksibilitas,79,581,62,Pria,Senam
156,97,Sedang,Pemeliharaan Kebugaran,Kekuatan,61,482,22,Pria,Angkat Beban
196,71,Tinggi,Pemeliharaan Kebugaran,Kekuatan,76,667,37,Pria,Angkat Beban
176,76,Rendah,Pemeliharaan Kebugaran,Kekuatan,87,345,50,Wanita,Angkat Beban
181,73,Sedang,Penurunan Berat Badan,Kekuatan,53,394,33,Wanita,Angkat Beban
192,105,Rendah,Peningkatan Massa Otot,Fleksibilitas,73,531,28,Wanita,Senam
154,40,Sedang,Peningkatan Massa Otot,Kekuatan,47,291,29,Pria,Angkat Beban
145,81,Sedang,Penurunan Berat Badan,Fleksibilitas,31,269,42,Wanita,Senam
200,49,Rendah,Pemeliharaan Kebugaran,Kardio,83,352,50,Wanita,Bersepeda
172,73,Sedang,Pemeliharaan Kebugaran,Kardio,63,336,23,Pria,Bersepeda
197,106,Sedang,Penurunan Berat Badan,Kardio,84,264,60,Pria,Lari
163,107,Rendah,Peningkatan Massa Otot,Kekuatan,41,180,26,Wanita,Angkat Beban
192,93,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,58,164,43,Pria,Senam
198,67,Sedang,Peningkatan Massa Otot,Kardio,48,351,25,Wanita,Bersepeda
156,67,Tinggi,Pemeliharaan Kebugaran,Kardio,79,182,35,Wanita,Bersepeda
183,78,Sedang,Peningkatan Massa Otot,Kardio,56,623,30,Pria,Bersepeda
186,103,Sedang,Peningkatan Massa Otot,Kardio,47,286,20,Pria,Bersepeda
160,112,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,76,514,27,Pria,Senam
172,78,Rendah,Peningkatan Massa Otot,Fleksibilitas,52,527,45,Pria,Senam
155,91,Rendah,Penurunan Berat Badan,Fleksibilitas,35,228,61,Pria,Senam
148,110,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,44,170,47,Wanita,Senam
160,57,Tinggi,Pemeliharaan Kebugaran,Kardio,46,442,42,Pria,Bersepeda
180,84,Rendah,Penurunan Berat Badan,Kekuatan,49,491,22,Pria,Angkat Beban
161,41,Tinggi,Pemeliharaan Kebugaran,Kardio,80,290,61,Pria,Bersepeda
149,70,Sedang,Peningkatan Massa Otot,Fleksibilitas,65,555,29,Pria,Senam
185,46,Rendah,Penurunan Berat Badan,Fleksibilitas,74,346,65,Pria,Senam
167,111,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,55,249,65,Pria,Senam
167,81,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,35,381,31,Wanita,Senam
174,70,Tinggi,Penurunan Berat Badan,Fleksibilitas,51,228,31,Pria,Senam
166,58,Rendah,Penurunan Berat Badan,Kardio,56,535,25,Wanita,Lari
156,93,Tinggi,Peningkatan Massa Otot,Fleksibilitas,32,598,51,Wanita,Senam
147,46,Sedang,Pemeliharaan Kebugaran,Kardio,80,177,55,Wanita,Bersepeda
156,86,Sedang,Pemeliharaan Kebugaran,Kekuatan,54,230,63,Wanita,Angkat Beban
175,86,Tinggi,Penurunan Berat Badan,Kardio,86,388,48,Wanita,Lari
189,120,Sedang,Peningkatan Massa Otot,Fleksibilitas,38,685,51,Wanita,Senam
163,41,Tinggi,Penurunan Berat Badan,Fleksibilitas,77,357,41,Pria,Senam
161,112,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,37,332,41,Pria,Senam
142,81,Tinggi,Peningkatan Massa Otot,Kekuatan,84,531,43,Pria,Angkat Beban
168,79,Tinggi,Penurunan Berat Badan,Kekuatan,50,157,58,Pria,Angkat Beban
172,73,Rendah,Penurunan Berat Badan,Kekuatan,37,682,59,Wanita,Angkat Beban
172,96,Tinggi,Pemeliharaan Kebugaran,Kardio,81,585,42,Pria,Bersepeda
184,58,Tinggi,Peningkatan Massa Otot,Kardio,84,248,45,Wanita,Bersepeda
177,60,Sedang,Peningkatan Massa Otot,Fleksibilitas,70,663,57,Pria,Senam
168,78,Tinggi,Penurunan Berat Badan,Kekuatan,71,192,24,Wanita,Angkat Beban
148,73,Rendah,Penurunan Berat Badan,Kekuatan,48,358,57,Pria,Angkat Beban
165,97,Rendah,Penurunan Berat Badan,Kekuatan,76,691,23,Wanita,Angkat Beban
176,100,Rendah,Pemeliharaan Kebugaran,Kekuatan,89,479,47,Pria,Angkat Beban
146,106,Tinggi,Penurunan Berat Badan,Fleksibilitas,56,246,44,Wanita,Senam
189,89,Tinggi,Pemeliharaan Kebugaran,Kardio,50,254,42,Wanita,Bersepeda
180,76,Rendah,Peningkatan Massa Otot,Fleksibilitas,66,337,25,Wanita,Senam
196,80,Tinggi,Penurunan Berat Badan,Kardio,40,427,42,Pria,Lari
200,96,Tinggi,Peningkatan Massa Otot,Fleksibilitas,57,202,31,Wanita,Senam
198,47,Rendah,Peningkatan Massa Otot,Fleksibilitas,80,687,28,Pria,Senam
187,116,Rendah,Pemeliharaan Kebugaran,Kekuatan,63,264,37,Pria,Angkat Beban
154,77,Sedang,Penurunan Berat Badan,Kekuatan,52,248,23,Wanita,Angkat Beban
145,46,Sedang,Pemeliharaan Kebugaran,Kardio,56,341,63,Wanita,Bersepeda
188,47,Rendah,Pemeliharaan Kebugaran,Kardio,34,619,45,Wanita,Bersepeda
193,75,Tinggi,Peningkatan Massa Otot,Kardio,79,161,25,Wanita,Bersepeda
183,85,Sedang,Peningkatan Massa Otot,Kardio,83,239,32,Wanita,Bersepeda
183,63,Rendah,Penurunan Berat Badan,Fleksibilitas,67,586,56,Pria,Senam
148,45,Tinggi,Peningkatan Massa Otot,Kekuatan,65,409,57,Wanita,Angkat Beban
185,64,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,35,305,53,Pria,Senam
175,81,Sedang,Penurunan Berat Badan,Kardio,86,373,30,Wanita,Lari
149,118,Sedang,Peningkatan Massa Otot,Kardio,87,499,62,Pria,Bersepeda
169,64,Sedang,Peningkatan Massa Otot,Kekuatan,79,344,48,Pria,Angkat Beban
189,98,Rendah,Penurunan Berat Badan,Kekuatan,67,552,55,Wanita,Angkat Beban
185,60,Sedang,Penurunan Berat Badan,Kardio,39,400,44,Wanita,Lari
182,50,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,64,543,37,Wanita,Senam
180,40,Rendah,Penurunan Berat Badan,Kardio,58,568,23,Pria,Lari
186,107,Sedang,Penurunan Berat Badan,Kekuatan,44,370,22,Pria,Angkat Beban
168,85,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,87,664,64,Wanita,Senam
142,62,Tinggi,Penurunan Berat Badan,Kekuatan,51,335,24,Wanita,Angkat Beban
163,50,Tinggi,Pemeliharaan Kebugaran,Kekuatan,90,670,21,Wanita,Angkat Beban
161,93,Rendah,Peningkatan Massa Otot,Fleksibilitas,64,245,23,Wanita,Senam
190,96,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,55,397,20,Pria,Senam
172,56,Tinggi,Peningkatan Massa Otot,Fleksibilitas,69,407,64,Pria,Senam
195,52,Tinggi,Peningkatan Massa Otot,Fleksibilitas,74,178,55,Wanita,Senam
172,81,Tinggi,Peningkatan Massa Otot,Fleksibilitas,58,454,23,Pria,Senam
149,115,Sedang,Peningkatan Massa Otot,Kekuatan,90,402,39,Wanita,Angkat Beban
152,77,Rendah,Pemeliharaan Kebugaran,Kardio,77,282,50,Pria,Bersepeda
158,117,Tinggi,Peningkatan Massa Otot,Kardio,69,533,23,Pria,Bersepeda
143,64,Sedang,Peningkatan Massa Otot,Kardio,76,168,43,Wanita,Bersepeda
195,82,Tinggi,Penurunan Berat Badan,Kardio,48,161,32,Wanita,Lari
151,100,Tinggi,Peningkatan Massa Otot,Kardio,31,353,57,Pria,Bersepeda
153,104,Tinggi,Peningkatan Massa Otot,Fleksibilitas,77,444,41,Pria,Senam
149,101,Rendah,Peningkatan Massa Otot,Kardio,45,243,22,Wanita,Bersepeda
197,88,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,40,524,28,Pria,Senam
173,103,Rendah,Penurunan Berat Badan,Kekuatan,82,656,63,Wanita,Angkat Beban
161,72,Sedang,Pemeliharaan Kebugaran,Kardio,30,560,44,Pria,Bersepeda
142,117,Tinggi,Penurunan Berat Badan,Kekuatan,64,502,36,Pria,Angkat Beban
161,55,Rendah,Penurunan Berat Badan,Kekuatan,40,527,31,Pria,Angkat Beban
164,110,Rendah,Penurunan Berat Badan,Kardio,35,485,63,Pria,Lari
190,74,Sedang,Penurunan Berat Badan,Kekuatan,81,160,57,Wanita,Angkat Beban
162,71,Sedang,Penurunan Berat Badan,Fleksibilitas,52,441,51,Pria,Senam
164,59,Tinggi,Pemeliharaan Kebugaran,Kardio,34,222,20,Pria,Bersepeda
192,93,Sedang,Pemeliharaan Kebugaran,Kardio,80,474,43,Wanita,Bersepeda
140,89,Tinggi,Peningkatan Massa Otot,Fleksibilitas,58,589,32,Wanita,Senam
185,110,Rendah,Penurunan Berat Badan,Kekuatan,68,290,57,Wanita,Angkat Beban
155,101,Sedang,Pemeliharaan Kebugaran,Kekuatan,90,382,38,Pria,Angkat Beban
153,112,Tinggi,Penurunan Berat Badan,Fleksibilitas,85,371,29,Wanita,Senam
185,108,Tinggi,Pemeliharaan Kebugaran,Kekuatan,71,499,54,Wanita,Angkat Beban
177,55,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,42,287,33,Pria,Senam
147,70,Tinggi,Penurunan Berat Badan,Fleksibilitas,59,489,58,Pria,Senam
151,82,Sedang,Peningkatan Massa Otot,Kekuatan,40,274,26,Wanita,Angkat Beban
194,104,Rendah,Pemeliharaan Kebugaran,Kekuatan,44,170,49,Pria,Angkat Beban
141,62,Tinggi,Peningkatan Massa Otot,Fleksibilitas,86,489,44,Wanita,Senam
187,89,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,42,665,22,Wanita,Senam
165,79,Tinggi,Peningkatan Massa Otot,Kekuatan,43,218,36,Wanita,Angkat Beban
193,49,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,76,210,64,Pria,Senam
141,100,Tinggi,Peningkatan Massa Otot,Kardio,84,293,52,Pria,Bersepeda
148,83,Tinggi,Penurunan Berat Badan,Kardio,58,507,26,Wanita,Lari
154,81,Rendah,Peningkatan Massa Otot,Kardio,58,337,54,Pria,Bersepeda
186,47,Sedang,Peningkatan Massa Otot,Kekuatan,62,475,29,Pria,Angkat Beban
165,89,Tinggi,Penurunan Berat Badan,Kekuatan,35,243,56,Pria,Angkat Beban
140,97,Sedang,Penurunan Berat Badan,Kekuatan,32,243,59,Pria,Angkat Beban
155,109,Sedang,Peningkatan Massa Otot,Kekuatan,52,212,21,Pria,Angkat Beban
160,69,Rendah,Peningkatan Massa Otot,Kekuatan,72,488,44,Wanita,Angkat Beban
160,96,Rendah,Pemeliharaan Kebugaran,Kardio,60,173,37,Wanita,Bersepeda
172,115,Sedang,Penurunan Berat Badan,Kekuatan,60,329,38,Wanita,Angkat Beban
162,82,Rendah,Penurunan Berat Badan,Kardio,48,242,32,Wanita,Lari
152,41,Tinggi,Penurunan Berat Badan,Fleksibilitas,32,689,18,Wanita,Senam
199,92,Sedang,Peningkatan Massa Otot,Kekuatan,38,427,45,Pria,Angkat Beban
159,46,Sedang,Penurunan Berat Badan,Kardio,45,332,22,Pria,Lari
175,92,Sedang,Penurunan Berat Badan,Kekuatan,44,192,28,Wanita,Angkat Beban
191,56,Rendah,Penurunan Berat Badan,Kekuatan,46,539,40,Wanita,Angkat Beban
174,119,Sedang,Penurunan Berat Badan,Fleksibilitas,55,682,47,Pria,Senam
